"","V1","V2"
"1",1,1
"2",1,1
"3",3,3
"4",0,2
"5",3,1
"6",0,1
"7",2,2
"8",3,3
"9",2,3
"10",0,1
"11",2,0
"12",0,0
"13",1,1
"14",1,0
"15",3,2
"16",3,2
"17",0,1
"18",2,1
"19",2,2
"20",1,1
"21",1,2
"22",2,1
"23",1,1
"24",1,1
"25",3,1
"26",2,2
"27",1,1
"28",4,3
"29",1,1
"30",2,2
"31",1,1
"32",1,0
"33",2,2
"34",2,1
"35",1,2
"36",1,1
"37",2,3
"38",2,3
"39",3,3
"40",2,2
"41",2,0
"42",3,3
"43",2,2
"44",2,2
"45",2,0
