"","V1","V2"
"1",1,0
"2",3,3
"3",2,2
"4",2,2
"5",1,0
"6",1,1
"7",0,0
"8",2,1
"9",0,3
"10",3,2
"11",2,2
"12",1,2
"13",4,3
"14",2,2
"15",1,2
"16",2,2
"17",1,2
"18",2,3
"19",1,0
"20",0,1
"21",2,3
"22",3,3
"23",2,3
"24",2,2
"25",3,3
"26",3,2
"27",2,1
"28",2,0
"29",3,3
"30",0,2
"31",0,0
"32",3,3
"33",4,3
"34",0,1
"35",1,0
"36",4,3
"37",3,0
"38",1,1
