"","V1","V2"
"1",0,0
"2",0,0
"3",3,3
"4",3,4
"5",2,2
"6",3,3
"7",1,2
"8",1,1
"9",0,0
"10",2,3
"11",0,1
"12",2,2
"13",3,3
"14",3,3
"15",3,2
"16",0,0
"17",2,3
"18",4,4
"19",2,3
"20",3,3
"21",2,2
"22",1,2
"23",3,2
"24",0,1
"25",1,2
"26",2,3
"27",3,1
"28",1,1
"29",2,2
"30",2,2
"31",0,0
"32",2,2
"33",1,1
"34",2,1
"35",1,1
"36",2,2
"37",3,3
"38",3,2
"39",1,2
"40",2,2
"41",2,2
"42",3,3
"43",0,0
