"","V1","V2"
"1",1,3
"2",2,2
"3",1,2
"4",2,3
"5",0,1
"6",2,2
"7",2,1
"8",2,3
"9",3,2
"10",2,2
"11",1,0
"12",2,3
"13",2,2
"14",2,2
"15",1,1
"16",1,1
"17",0,1
"18",2,2
"19",1,3
"20",2,2
"21",2,3
"22",0,1
"23",0,2
"24",2,3
"25",1,1
"26",2,2
"27",2,1
"28",3,4
"29",2,1
"30",1,0
"31",0,1
"32",1,3
"33",2,2
"34",1,2
"35",0,4
"36",2,2
"37",2,2
"38",2,1
"39",1,2
"40",0,2
"41",4,4
"42",1,1
"43",2,2
"44",2,2
"45",2,2
"46",3,3
"47",2,3
