"","V1","V2"
"1",4,3
"2",2,0
"3",1,3
"4",0,1
"5",3,4
"6",2,3
"7",1,3
"8",0,1
"9",2,0
"10",3,3
"11",4,4
"12",1,3
"13",1,2
"14",1,1
"15",2,3
"16",0,1
"17",1,1
"18",1,2
"19",2,2
"20",2,4
"21",2,2
"22",1,1
"23",2,2
"24",2,1
"25",2,2
"26",2,3
"27",1,2
"28",2,3
"29",2,0
"30",2,4
"31",1,1
"32",2,3
"33",1,2
"34",2,3
"35",3,4
"36",0,0
"37",2,2
"38",1,1
"39",3,2
"40",0,0
"41",2,3
"42",1,1
"43",4,4
"44",2,1
"45",1,3
"46",3,3
"47",3,2
"48",2,2
