"","V1","V2"
"1",1,1
"2",3,3
"3",0,0
"4",2,2
"5",1,0
"6",3,4
"7",1,3
"8",3,3
"9",0,1
"10",1,2
"11",1,2
"12",3,1
"13",2,2
"14",2,2
"15",1,1
"16",1,0
"17",4,4
"18",1,2
"19",3,0
"20",3,2
"21",1,0
"22",2,2
"23",1,2
"24",2,1
"25",4,0
"26",1,2
"27",3,3
"28",2,2
"29",2,2
"30",1,2
"31",2,0
"32",1,1
"33",3,2
