"","V1","V2"
"1",2,2
"2",0,0
"3",2,0
"4",1,1
"5",1,2
"6",4,4
"7",3,2
"8",2,3
"9",0,1
"10",1,1
"11",3,3
"12",1,1
"13",2,1
"14",2,1
"15",1,1
"16",0,0
"17",2,2
"18",1,1
"19",1,0
"20",3,2
"21",1,1
"22",3,3
"23",2,2
"24",0,1
"25",2,2
"26",1,0
"27",1,2
"28",1,1
"29",1,1
"30",3,3
"31",1,1
"32",2,0
"33",2,2
"34",3,3
"35",2,2
"36",2,2
"37",2,3
