"","V1","V2"
"1",2,2
"2",3,4
"3",2,3
"4",3,4
"5",1,2
"6",1,1
"7",3,3
"8",3,2
"9",2,0
"10",3,2
"11",3,3
"12",2,2
"13",4,4
"14",3,4
"15",2,2
"16",3,3
"17",1,0
"18",3,2
"19",3,3
"20",3,3
"21",2,2
"22",1,0
"23",0,0
"24",1,2
"25",2,2
"26",1,1
"27",4,4
"28",2,2
"29",2,2
"30",1,2
"31",1,2
"32",2,2
"33",3,2
"34",2,2
"35",0,1
"36",3,4
"37",2,0
"38",2,0
"39",2,2
"40",3,3
"41",4,4
"42",1,1
"43",4,4
"44",2,2
"45",2,3
