"","V1","V2","V3"
"1",1,0.69,2
"2",2,2.3,1
"3",1,1.1,2
"4",2,0.69,2
"5",2,2.77,3
"6",1,1.79,1
"7",1,1.95,2
"8",2,1.61,3
"9",2,3.3,1
"10",1,0.69,2
"11",2,1.61,2
"12",1,0,2
"13",2,3.09,1
"14",2,2.48,2
"15",2,2.08,2
"16",2,0,2
"17",2,1.39,2
"18",1,1.1,2
"19",1,2.3,2
"20",1,2.4,2
"21",2,2.3,2
"22",2,1.61,1
"23",2,2.2,2
"24",2,1.39,2
"25",2,3.22,2
"26",1,1.79,2
"27",2,2.2,2
"28",2,2.48,2
"29",2,2.3,2
"30",1,0.69,2
"31",2,2.08,3
