"","V1","V2"
"1",2,2
"2",2,0
"3",2,2
"4",2,3
"5",1,2
"6",2,1
"7",1,1
"8",3,2
"9",3,1
"10",1,1
"11",1,1
"12",2,2
"13",1,2
"14",2,2
"15",2,2
"16",1,1
"17",2,2
"18",3,2
"19",1,1
"20",1,1
"21",3,2
"22",2,2
"23",0,0
"24",1,0
"25",1,3
"26",1,1
"27",1,0
"28",2,2
"29",0,0
"30",3,3
"31",3,3
"32",3,3
"33",3,4
"34",2,1
"35",2,2
"36",2,2
