"","V1","V2"
"1",1,2
"2",2,2
"3",2,3
"4",3,2
"5",1,1
"6",3,2
"7",3,2
"8",2,2
"9",2,1
"10",1,1
"11",1,2
"12",2,2
"13",3,3
"14",1,1
"15",1,1
"16",3,1
"17",2,1
"18",2,2
"19",2,2
"20",2,3
"21",1,1
"22",2,0
"23",1,1
"24",0,1
"25",0,0
"26",3,3
"27",2,3
"28",0,0
"29",1,0
"30",2,3
"31",3,4
