"","V1","V2"
"1",1,2
"2",2,2
"3",1,0
"4",1,2
"5",3,2
"6",2,1
"7",2,1
"8",2,1
"9",3,1
"10",1,0
"11",2,1
"12",0,0
"13",3,3
"14",2,2
"15",2,2
"16",0,0
"17",1,1
"18",1,1
"19",2,1
"20",2,2
"21",2,2
"22",2,2
"23",2,2
"24",1,0
"25",3,2
"26",2,2
"27",2,1
"28",2,3
"29",2,3
"30",1,2
"31",2,1
