"","V1","V2","V3"
"1",2,1.39,3
"2",2,1.79,3
"3",2,2.2,3
"4",1,2.77,2
"5",1,0.69,2
"6",1,2.71,3
"7",2,3.14,3
"8",1,2.3,3
"9",2,1.79,2
"10",2,0.69,1
"11",1,1.1,3
"12",1,1.95,3
"13",2,3.37,2
"14",1,1.39,2
"15",1,1.1,2
"16",1,3.14,2
"17",1,1.61,2
"18",2,2.08,2
"19",1,1.61,2
"20",2,2.4,3
"21",1,1.39,2
"22",1,1.61,2
"23",1,1.1,3
"24",1,0,2
"25",2,0,2
"26",2,3.3,2
"27",1,2.3,1
"28",2,0,2
"29",2,1.1,3
"30",2,1.79,3
"31",2,3.3,1
