"","V1","V2","V3"
"1",1,1.39,2
"2",2,2.56,1
"3",1,0,2
"4",2,2.3,1
"5",2,0.69,2
"6",2,3.3,2
"7",1,1.39,2
"8",2,3.5,1
"9",1,0,2
"10",2,1.39,2
"11",1,1.1,3
"12",1,2.56,2
"13",1,1.95,3
"14",1,1.79,2
"15",1,1.1,2
"16",2,1.1,2
"17",2,3.61,2
"18",2,1.39,2
"19",2,2.77,2
"20",1,2.64,2
"21",1,1.1,1
"22",1,2.08,2
"23",1,1.1,2
"24",1,1.61,2
"25",2,3.78,2
"26",1,1.1,3
"27",2,2.64,1
"28",2,2.2,2
"29",2,2.3,3
"30",2,1.39,3
"31",1,1.95,1
"32",2,1.39,1
"33",1,2.56,1
